omitted_animal,n_combined_exposure,n_oxygen_control,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,scenario_order,scenario,is_full_cohort,fdr_lt_0_05,nes_rank_descending,nes_rank_ascending,absolute_nes_rank
C2,3,2,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,141,-0.279919266469735,-1.282524680789347,0.06896551724137931,0.16420361247947454,0.10716446288134128,2557,"tags=30%, list=19%, signal=24%",Aff1/Tpd52l1/Myb/Ass1/Idh2/Perp/Eeig1/Jak2/Dusp2/Chst8/Plaat3/Nab2/Tspan13/Aldh3a2/Fabp5/Dlg5/Cxcl14/Cox6c/Amfr/Sgk1/Farp1/Dynlt3/Jak1/Opn3/Flnb/Cdc20/Abhd2/Cd44/Arl3/Igfbp4/Klf4/Kif20a/Btg3/Areg/Ptger3/Tpbg/Cd9/Dnajc12/Car12/Pdcd4/Id2/Top2a,3,Omit C2,FALSE,FALSE,34,17,22
C2,3,2,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,32,0.3764342662410672,1.2692283111190514,0.14571948998178508,0.25124049996859493,0.16396748419003043,2970,"tags=34%, list=22%, signal=27%",Myc/Ppard/Kat2a/Gnai1/Nkd1/Skp2/Ncstn/Hdac5/Ptch1/Axin1/Psen2,3,Omit C2,FALSE,FALSE,6,45,23
C2,3,2,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,162,-0.25715195645505656,-1.2129367959260473,0.09213483146067417,0.2093973442288049,0.13665931939143058,1369,"tags=19%, list=10%, signal=17%",Ero1a/Mxi1/Pfkp/Sod1/Glrx/Egln3/Tgfa/P4ha1/Copb2/Bpnt1/Sap30/Tpi1/Cyb5a/Ppp2cb/Mertk/Cd44/Vegfa/Kif20a/Tpbg/Irs2/Hmmr/Cdk1/B4galt1/Rragd/Stmn1/Ang/Pgam1/Aldoa/Cenpa/Pgk1/Mif,3,Omit C2,FALSE,FALSE,33,18,24
C2,3,2,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,70,0.30584903552742504,1.211996896792479,0.12290502793296088,0.2276019035795572,0.14854018970455313,2584,"tags=36%, list=20%, signal=29%",Socs1/Irf9/Socs3/Il4ra/Irf1/Jun/Stat2/Ltbr/Csf2ra/Hmox1/Itgb3/Map3k8/Il6st/Stat1/Cxcl2/Il15ra/Bak1/Stat3/Tyk2/Myd88/Il1r2/Ptpn1/Tnf/Acvr1b/Tnfrsf1a,3,Omit C2,FALSE,FALSE,7,44,25
C2,3,2,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,136,-0.26338289611258364,-1.2026385420687102,0.12272727272727273,0.2276019035795572,0.14854018970455313,1405,"tags=16%, list=11%, signal=15%",Map3k7/Eif3j1/Ccr5/Brca1/Ets1/Ccnd3/Il2rg/Lyn/H2-Oa/Nlrp3/Cd86/Ncf4/Ly86/H2-Ob/Cxcl13/Csf1/Il6/B2m/Ltb/Cxcl9/Ccl5/Klrd1,3,Omit C2,FALSE,FALSE,32,19,26
C2,3,2,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,166,-0.2542104922391321,-1.2012357393813975,0.09728506787330315,0.21148927798544165,0.13802458142207774,1473,"tags=19%, list=11%, signal=17%",Igf2r/Rhoh/Cyfip1/Tlr7/Arl4a/Sh3bgrl2/P4ha1/Wls/Ccnd3/Slc2a3/Maff/Rora/Eno3/Glipr2/Cd86/Bmpr2/Odc1/Nfil3/Huwe1/Swap70/Cd44/Smpdl3a/Igf1r/Casp3/Itgav/Cdkn1c/Dennd5a/Rragd/Csf1/Cd83/Ltb/Cxcl10,3,Omit C2,FALSE,FALSE,31,20,27
C2,3,2,HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,183,-0.2522386600698505,-1.1976803062641446,0.10392609699769054,0.21333333333333335,0.13922807017543862,1378,"tags=17%, list=10%, signal=16%",Prmt2/Rpl36/Ccng1/Cdkn2b/Bax/Rb1/Tgfa/S100a10/Ldhb/Ankra2/Ptpn14/Ccnd3/Ninj1/Vamp8/Zfp36l1/Stom/Txnip/H2ac25/Cd82/Il1a/Ip6k2/Klf4/Epha2/Foxo3/Sat1/Pitpnc1/S100a4/Mknk2/Klk8/Cebpa/Rnf19b/H1f2,3,Omit C2,FALSE,FALSE,30,21,28
C2,3,2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,107,0.27100796899696655,1.1756751166340484,0.13805309734513274,0.24652338811630847,0.16088894803380133,4208,"tags=41%, list=32%, signal=28%",Mthfd2/Psat1/Eif4ebp1/Nop56/Aldh18a1/Chac1/Rrp9/Iars1/Sdad1/Eef2/Bag3/Dctn1/Wipi1/Imp3/Wfs1/Tars1/Nhp2/Tatdn2/Nolc1/Hyou1/Nop14/Exosc2/Exosc1/Lsm1/Calr/Exosc5/Preb/Dcp2/Eif2ak3/Arfgap1/Nabp1/Asns/Edc4/Serp1/Dnajc3/Exosc4/Slc1a4/Srpra/Eif4a2/Slc30a5/Hsp90b1/Eif4g1/Hspa5/Eif4a1,3,Omit C2,FALSE,FALSE,8,43,29
C2,3,2,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,192,0.23704294078622049,1.101389676820088,0.21521335807050093,0.3586889301175016,0.23409172281352733,2923,"tags=29%, list=22%, signal=23%",Myc/Mcm7/Mcm2/Mcm6/Mcm5/Cdk2/Apex1/Mrps18b/Nop56/Ddx21/Rps2/Impdh2/Gnl3/Pabpc1/Mcm4/Srm/Rrp9/Iars1/Ranbp1/Srsf2/Cdk4/Nop16/Trim28/Got2/Eif3b/C1qbp/Xrcc6/Psmd3/Ldha/Pold2/Eprs1/Nhp2/Tomm70a/Hddc2/Nolc1/Prpf31/Sf3b3/Hnrnpa1/Lsm2/Aimp2/Cct2/Tufm/Tcp1/Dut/Ilf2/Hsp90ab1/Slc25a3/Phb2/Rnps1/Pa2g4/Rack1/Ran/Eif2s2/Rpl14/Pcbp1,3,Omit C2,FALSE,FALSE,9,42,30
C2,3,2,HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,192,0.22659916128388996,1.0528639924326937,0.33766233766233766,0.5418064876957495,0.35360002354880493,3520,"tags=32%, list=27%, signal=24%",Mthfd2/Mcm2/Psat1/Slc6a6/Ung/Nupr1/Fgl2/Hmbs/Ifi30/Niban1/Shmt2/Rpn1/Slc1a5/Ctsc/Tmem97/Mcm4/Tm7sf2/Arpc5l/Rrp9/Nmt1/Ddx39a/Phgdh/Gsr/Ube2d3/Wars1/Coro1a/Ldha/Igfbp5/Cdc25a/Eprs1/Me1/Rrm2/Pgm1/Itgb2/Qdpr/Gga2/Sdf2l1/Tuba4a/Adipor2/Sla/Gpi1/Tomm40/Fkbp2/Calr/Sytl2/Dhcr7/Ppp1r15a/Eif2s2/Pdap1/Mthfd2l/Btg2/Trib3/Dhfr/Asns/Prdx1/Serp1/Psph/Eef1e1/Nfyc/Nufip1/Polr3g/G6pdx,3,Omit C2,FALSE,FALSE,10,41,31
C2,3,2,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,149,-0.2237578534056433,-1.040544176036053,0.36444444444444446,0.547596087615374,0.35737849928582305,2629,"tags=22%, list=20%, signal=18%",Cnn2/Ctnna1/Vcl/Jup/Itgb1/Tial1/Myl12b/Itga9/Amh/Nlgn3/Src/Amigo1/Arhgef6/Baiap2/Tmem8b/Jam3/Actn4/Ptk2/Ywhah/Myh9/Pard6g/Actb/Syk/Cd86/Actn1/Plcg1/B4galt1/Epb41l2/Pecam1/Tjp1/Sgce/Vcam1/Pten,3,Omit C2,FALSE,FALSE,29,22,32
C2,3,2,HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,185,-0.21629300865587192,-1.036672057062497,0.34675615212527966,0.5418064876957495,0.35360002354880493,2522,"tags=23%, list=19%, signal=19%",Vegfb/Cd302/Dld/Ppm1b/Cox7b/Rtn3/Hibch/Agpat3/Gpx4/Dhrs7/Cat/Gpam/Aplp2/Cmpk1/Sorbs1/Ccng2/Nkiras1/Ubc/Chchd10/Atp1b3/Apoe/Sod1/Uqcr10/Dnajc15/Mgll/Scp2/Atl2/C3/Arl4a/Bckdha/Dhrs7b/Cdkn2c/Abca1/Stom/Ndufa5/Bcl6/Enpp2/Ptger3/Ndufab1/Pdcd4/Pfkl/Aldoa/Sqor,3,Omit C2,FALSE,FALSE,28,23,33
C2,3,2,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,122,-0.23181868884204804,-1.032197130473293,0.3723653395784544,0.547596087615374,0.35737849928582305,2156,"tags=20%, list=16%, signal=17%",Amph/Cdc42bpa/Ptprm/Phf3/Mrps31/Spop/Grk5/Notch2/Scaf8/Cdkn1b/Pmp22/Mgll/Inpp4b/Dlc1/Prkce/Igf1r/Prkca/Sipa1l1/Nfkb1/Dyrk1a/Adgrl2/Smad7/Tjp1/Pten,3,Omit C2,FALSE,FALSE,27,24,34
C2,3,2,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,24,-0.3257625524175588,-1.0315238662328932,0.4260869565217391,0.5493298176225005,0.35850998623784247,1440,"tags=21%, list=11%, signal=19%",Ptk2/Msx1/Vegfa/Itgav/S100a4,3,Omit C2,FALSE,FALSE,26,25,35
C2,3,2,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,83,-0.24306245996669457,-1.0265505713831389,0.3878923766816144,0.5493298176225005,0.35850998623784247,1303,"tags=14%, list=10%, signal=13%",Sod1/Scp2/Pex1/Npc1/Pex7/Abca1/Rbp1/Bcar3/Rxrg/Pex13/Fads1/Ttr,3,Omit C2,FALSE,FALSE,25,26,36
C2,3,2,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,167,-0.21624535014073223,-1.020259278389741,0.39588100686498856,0.5493298176225005,0.35850998623784247,2818,"tags=24%, list=21%, signal=19%",Pdzk1ip1/Sdcbp/Add1/Nr3c1/Gmps/Foxj2/Uros/Bach1/Gclc/Ezh1/Prdx2/Slc2a1/Mark3/Slc22a4/Optn/Abcg2/Xpo7/Cat/Ranbp10/Sec14l1/Tnrc6b/AK157302/Mxi1/Arhgef12/C3/Tent5c/Cpox/Xk/Tcea1/Lamp2/Ncoa4/Ccnd3/Lpin2/H1f0/Mkrn1/Ell2/Epb41/Foxo3/Bmp2k/Picalm,3,Omit C2,FALSE,FALSE,24,27,37
C2,3,2,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,29,-0.3050351295082512,-1.0174423490113311,0.4398249452954048,0.5493298176225005,0.35850998623784247,1287,"tags=28%, list=10%, signal=25%",Ophn1/Crmp1/Adgrg1/Myh9/Ldb1/Vegfa/Ets2/Tle3,3,Omit C2,FALSE,FALSE,23,28,38
C2,3,2,HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,134,-0.22114806006649407,-1.010420316632297,0.4138702460850112,0.5493298176225005,0.35850998623784247,1835,"tags=17%, list=14%, signal=15%",Sorbs1/Bin1/Foxo4/Cryab/Fabp3/Mef2a/Pde4dip/Tnni2/Myh9/Myl6b/Rb1/Gabarapl2/Eno3/Mef2c/Myom1/Fxyd1/Nav2/Lpin1/Sparc/Mef2d/Col6a3/Mras/Ifrd1,3,Omit C2,FALSE,FALSE,22,29,39
C2,3,2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,95,-0.23390905077170257,-1.001191240727426,0.4470588235294118,0.5493298176225005,0.35850998623784247,1588,"tags=17%, list=12%, signal=15%",Rptor/Mapk1/Map3k7/Rps6ka3/Cdkn1b/Eif4e/Camk4/Map2k6/Cab39l/Il2rg/Gsk3b/Plcg1/Cdk1/Actr2/Mknk2/Pten,3,Omit C2,FALSE,FALSE,21,30,40
C2,3,2,HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,145,-0.21668882660795544,-0.999003318830662,0.45045045045045046,0.5493298176225005,0.35850998623784247,1497,"tags=17%, list=11%, signal=15%",Polr2c/Arl6ip1/Dctn4/Gtf2h5/Taf6/Supt4a/Gtf2a2/Dguok/Polb/Rbx1/Gsdme/Cox17/Dad1/Taf12/Eif1b/Rpa3/Polr2g/Polr1h/Pde4b/Cetn2/Polr2k/Ago4/Gtf2h3/Rala,3,Omit C2,FALSE,FALSE,20,31,41
C2,3,2,HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,92,-0.23171784676121857,-0.9861395222778776,0.4813953488372093,0.5593177827940807,0.36502844771824217,4208,"tags=41%, list=32%, signal=28%",Arf1/Sec31a/Tmed10/Rab22a/Rab2a/Ap3s1/Clcn3/Uso1/Cltc/Arfgef2/Sspn/Dnm1l/Copb1/Gosr2/Clta/Arcn1/Ocrl/Ap1g1/Gbf1/Lman1/Cog2/Ap2b1/Gnas/Sec22b/Rer1/Bet1/Mapk1/Igf2r/Rps6ka3/Sod1/Anp32e/Bnip3/Lamp2/Copb2/Abca1/Atp7a/Dst/Adam10,3,Omit C2,FALSE,FALSE,19,32,42
C2,3,2,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,17,-0.3424396655891458,-0.979038331671861,0.4885844748858447,0.5593177827940807,0.36502844771824217,3561,"tags=35%, list=27%, signal=26%",Akt3/Sec11a/Lmo2/Mafb/Srp14/Stxbp1,3,Omit C2,FALSE,FALSE,18,33,43
C2,3,2,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,136,-0.21425513693624215,-0.9783151803661232,0.5,0.5593177827940807,0.36502844771824217,1570,"tags=15%, list=12%, signal=14%",Btg1/Prkaca/H2ax/Creg1/Cyb5b/Cdkn2b/Atp6v1f/Msx1/Cebpg/Ccnd3/Lyn/Hspa13/Gch1/Casp3/Btg3/Cdkn1c/Igfbp2/Il6/Aldoa/Fosb/Nr4a1,3,Omit C2,FALSE,FALSE,17,34,44
C2,3,2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,65,-0.24016193678344308,-0.9670361072478316,0.5033860045146726,0.5593177827940807,0.36502844771824217,2413,"tags=34%, list=18%, signal=28%",Ctnnb1/Stard4/Srebf2/Anxa5/Pnrc1/Atf3/Cyp51/Alcam/Hmgcr/Fabp5/Sc5d/Atxn2/Gpx8/Nsdhl/Lgals3/Nfil3/S100a11/Hmgcs1/Cd9/Trp53inp1/Cxcl16/Plaur,3,Omit C2,FALSE,FALSE,16,35,45
C2,3,2,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,92,-0.22583117631740612,-0.961087164591978,0.5302325581395348,0.57633973710819,0.37613751263902934,2055,"tags=24%, list=16%, signal=20%",Nr4a2/Kcnd1/Slc38a3/Ccdc106/Slc16a7/Synpo/Dtnb/Sgk1/Sncb/Edn1/Bmpr1b/Vps50/Prkn/Snn/Copz2/Tent5c/Selenop/Skil/Kmt2d/Igfbp2/Klk8/Kcne2,3,Omit C2,FALSE,FALSE,15,36,46
C2,3,2,HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,86,-0.2149275956538721,-0.9101058142531598,0.6575963718820862,0.699570608385198,0.45656187073560295,2112,"tags=16%, list=16%, signal=14%",Alb/Abcb9/Cat/Cln8/Abcc5/Bcl10/Ywhah/Sod1/Scp2/Rxrg/Pex13/Fads1/Top2a/Ttr,3,Omit C2,FALSE,FALSE,14,37,47
C2,3,2,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,146,-0.1922097007170447,-0.8877740670428673,0.748314606741573,0.7794943820224719,0.508722649319929,2557,"tags=23%, list=19%, signal=18%",Aff1/Tpd52l1/Wwc1/Myb/Eeig1/Jak2/Pmaip1/Slc2a1/Plaat3/Amfr/Slc39a6/Tgm2/Farp1/Elf1/Med13l/Dynlt3/Opn3/Sh3bp5/Dlc1/Flnb/Ugcg/Abhd2/Cd44/Arl3/Igf1r/Igfbp4/Nav2/Klf4/Mlph/Areg/Tpbg/B4galt1/Car12,3,Omit C2,FALSE,FALSE,13,38,48
C2,3,2,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,129,-0.18840786975086027,-0.849913081782397,0.8325688073394495,0.8495600074892342,0.5544496890982371,3026,"tags=26%, list=23%, signal=21%",Grhpr/Ephx1/Idh3g/Cbr1/Eno2/Hsd17b11/Hsdl2/Acadm/Uros/Hsd17b10/Kmt5a/Dld/Hibch/Hadhb/Aldh3a2/Bphl/Nsdhl/H2az1/Bmpr1b/Ywhah/Sdha/Mgll/D2hgdh/S100a10/Cpox/Auh/Eno3/Odc1/Rap1gds1/Hmgcs1/Glul/Serinc1/Aldoa/Mif,3,Omit C2,FALSE,FALSE,12,39,49
C2,3,2,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,46,0.2067673423189851,0.7545459839223349,0.8862385321100917,0.8862385321100917,0.5783872525350072,3751,"tags=37%, list=28%, signal=27%",Ipcef1/Gsr/Prdx6/Junb/Cdkn2d/Hmox2/Hhex/Ptpa/Scaf4/Fes/Ercc2/Egln2/Prdx1/Msra/G6pdx/Txnrd2/Prdx4,3,Omit C2,FALSE,FALSE,11,40,50
C3,3,2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,176,-0.5464453830622762,-2.593901841544663,1.3599407478715438e-16,6.799703739357719e-15,3.865094757108599e-15,1406,"tags=38%, list=11%, signal=34%",Edn1/Abca1/F3/Tnfaip8/Il18/Dusp1/Gem/Ptger4/B4galt5/Serpine1/Vegfa/Litaf/Nfkbie/Maff/Marcks/Tgif1/Ninj1/Rcan1/Slc2a3/Fosl1/Bcl6/Zbtb10/Areg/Nr4a2/Nfkb1/Cflar/Btg1/Sdc4/Tnfaip2/Sat1/Ehd1/Eif1/Mcl1/Rel/Btg3/Plek/Dennd5a/Nfil3/Trib1/Il1a/Gch1/Klf4/Irs2/Ccl5/Fosl2/Cd44/Il6/B4galt1/Plau/Fosb/Kdm6b/Csf1/Cebpb/Cd83/Ets2/Ccrl2/Plaur/Rnf19b/Pde4b/Nr4a3/Tnfaip3/Nr4a1/Id2/Ptgs2/Bcl2a1d/Cxcl10,4,Omit C3,FALSE,TRUE,50,1,1
C3,3,2,HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,163,-0.4472542578908215,-2.0957191101453914,2.24908696630645e-8,3.748478277177417e-7,2.130713968079795e-7,1323,"tags=28%, list=10%, signal=25%",Eno2/F3/Glrx/Dusp1/P4ha1/Ddit4/Rora/Serpine1/Atp7a/Vegfa/Anxa2/Maff/Noct/Csrp2/Slc2a3/Cxcr4/Pfkp/Pfkl/Nedd4l/Rragd/Btg1/Tpi1/Sdc4/Rbpj/Klf7/Ids/Pgk1/Aldoa/Foxo3/Nfil3/Car12/Slc2a5/Irs2/Tpbg/Pim1/Fosl2/Prkca/Il6/S100a4/Tes/Cp/Mif/Gcnt2/Plaur/Tnfaip3,4,Omit C3,FALSE,TRUE,49,2,2
C3,3,2,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,146,-0.45544620698153593,-2.0940640598937854,4.5902992402202936e-8,5.737874050275367e-7,3.261528407524946e-7,2395,"tags=36%, list=18%, signal=30%",Grb2/Kynu/Kcnip2/Jak2/Dyrk2/Usp14/Dock10/Was/Ppp2cb/Lcp2/Rasgrp1/Sirt6/Gpd2/Ctso/Adam9/Timp2/Pla2g7/Anxa5/Fcer1g/C3/Cblb/F3/Casp3/Atox1/Cpq/S100a9/Casp9/Cfh/Fdx1/Lamp2/Serpine1/Psmb9/Brpf3/Maff/S100a13/Lyn/Lrp1/Casp4/Ehd1/Gngt2/Gp9/Dock4/Plek/Gng2/Ccl5/Pim1/Notch4/Il6/Cebpb/Ang/Cp/Plaur/Tnfaip3,4,Omit C3,FALSE,TRUE,48,3,3
C3,3,2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,192,-0.4327041830751581,-2.080989034080147,3.283422416723654e-9,8.208556041809136e-8,4.6659160658704574e-8,1598,"tags=26%, list=12%, signal=23%",Atp6v0b/Supv3l1/Eci1/Sdha/Ndufb5/Uqcrq/Atp5pf/Atp5pb/Ndufb7/Bax/Dld/Sdhd/Ndufa4/Cox7b/Ndufc1/Ogdh/Ndufb2/Gpx4/Atp6v0e/Fdx1/Atp5f1e/Cox6c/Cox8a/Atp5pd/Vdac3/AK157302/Cox7c/Atp6v1f/Ndufa1/Atp5mf/Ndufs6/Cox7a2l/Uqcr10/Cyb5a/Timm8b/Ndufa2/Cox17/Ndufa5/Cox6b1/Ndufc2/Etfa/Atp6v1g1/Mpc1/Cox7a2/Uqcrb/Ndufs4/Uqcrh/Ndufa7/Ndufab1/Ndufb3,4,Omit C3,FALSE,TRUE,47,4,4
C3,3,2,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,145,-0.43398904026899127,-2.000934829530512,2.910804091062353e-7,2.9108040910623525e-6,1.6545623254459688e-6,2587,"tags=37%, list=20%, signal=30%",Mefv/Gpr183/Atp2b1/Sri/Slc31a1/Il1r1/Cdkn1a/Gabbr1/Cd40/Abi1/Il1b/Lcp2/Rasgrp1/Tnfrsf1b/Ccl7/Rela/Tnfsf9/P2ry2/Edn1/Gpr132/Abca1/F3/Il18/Kcna3/Cd82/Ptger4/Serpine1/Cybb/Ccl24/Emp3/Clec5a/Osm/Calcrl/Lyn/Nfkb1/Ahr/Pvr/Ptafr/Il1a/Gch1/Cxcl9/Tpbg/Ccl5/Il6/Nlrp3/Dcbld2/Rgs1/Csf1/Itga5/Cd14/Ccrl2/Plaur/Pde4b/Cxcl10,4,Omit C3,FALSE,TRUE,46,5,5
C3,3,2,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,58,0.4974598686246673,1.959082979124248,7.404314403471006e-5,5.288796002479291e-4,3.006262990882966e-4,2620,"tags=50%, list=20%, signal=40%",Myc/Mcm5/Tmem97/Nop2/Grwd1/Nop56/Mcm4/Tbrg4/Noc4l/Ppan/Pprc1/Srm/Mrto4/Rrp9/Bysl/Nolc1/Pes1/Cdk4/Mphosph10/Nop16/Nip7/Mybbp1a/Ung/Rcl1/Wdr43/Wdr74/Prmt3/Exosc5/Sord,4,Omit C3,FALSE,TRUE,1,50,6
C3,3,2,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,86,0.4253579756428841,1.8119226825394552,1.6472143174822124e-4,0.00102950894842638,5.851945601581545e-4,1609,"tags=40%, list=12%, signal=35%",Irf9/Ifit2/Dhx58/Trim21/Ogfr/Irf1/Eif2ak2/Usp18/Rtp4/Stat2/Cmpk2/Gmpr/Cnp/Tap1/Mov10/Irf7/Parp14/Trim14/Lgals3bp/Adar/Oas1a/Tmem140/Oasl1/Ifit3/Trafd1/Lpar6/Rnf31/Ifitm3/Parp9/Trim12c/Sp110/Ifih1/Isg15/Rsad2,4,Omit C3,FALSE,TRUE,2,49,7
C3,3,2,HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,141,-0.3872304797953904,-1.776181525276443,6.717466728135051e-5,5.288796002479291e-4,3.006262990882966e-4,2363,"tags=32%, list=18%, signal=26%",Gadd45b/Cdkn1a/Cyld/Cdkn1b/Il1b/Pmaip1/Rock1/Ebp/Birc3/Brca1/Fas/Rela/Dnm1l/Timp2/Rnasel/Anxa1/Ptk2/Eno2/Ppp3r1/Sod1/Bax/Casp3/Il18/Hspb1/Casp9/Gpx4/Ccnd2/Txnip/Smad7/Cflar/Pdcd4/Sat1/Casp4/Lmna/Mcl1/Btg3/H1f0/Top2a/Wee1/Il1a/Gch1/Cd44/Il6/Hmgb2/Cd14,4,Omit C3,FALSE,TRUE,45,6,8
C3,3,2,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,86,-0.4130618069266307,-1.7573345328231835,4.8325062527833465e-4,0.00219659375126515,0.00124859013229808,2251,"tags=35%, list=17%, signal=29%",Stk39/Maf/Arid5b/Dbi/Rab4a/Uap1/Elk4/Ncoa4/Tnfaip8/Fkbp5/Selenop/Tmem50a/Appbp2/Rps6ka3/Zbtb10/Ube2j1/Cenpn/Ccnd3/Mertk/Lifr/Ngly1/Sat1/Itgav/Ell2/Vapa/H1f0/Fads1/Abhd2/B2m/B4galt1,4,Omit C3,FALSE,TRUE,44,7,9
C3,3,2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,129,-0.37941897572395034,-1.7162733188791717,2.5192033589562337e-4,0.00125960167947811,7.159841125454559e-4,1052,"tags=20%, list=8%, signal=19%",Gem/Calu/Serpine1/Notch2/Vegfa/Emp3/Abi3bp/Areg/Wipf1/Lrp1/Sdc4/Sat1/Igfbp2/Itgav/Pvr/Dst/Pmp22/Tpm4/Col6a3/Cd44/Il6/Itga5/Vcam1/Plaur/Tnfaip3/Id2,4,Omit C3,FALSE,TRUE,43,8,10
C3,3,2,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,148,-0.3695574735263032,-1.7108883789489386,2.4158335415818357e-4,0.00125960167947811,7.159841125454559e-4,2392,"tags=26%, list=18%, signal=22%",Snap25/Ammecr1/Pecam1/Strn/Il1b/Map3k1/Ptbp2/Psmb8/Tnfrsf1b/Ero1a/Map4k1/Birc3/Ace/Snap91/Fcer1g/Avl9/Glrx/Laptm5/Cfh/Cab39l/Cdadc1/Ccnd2/Slpi/Etv1/Cxcr4/Il2rg/Tspan13/Trib1/Igf2/Klf4/Ly96/Dcbld2/Plau/Plaur/Tnfaip3/Id2/Prdm1/Ptgs2/Cxcl10,4,Omit C3,FALSE,TRUE,42,9,11
C3,3,2,HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,30,-0.503384169644603,-1.704865825341998,0.00405307767388942,0.01447527740674793,0.00822805242067777,1822,"tags=37%, list=14%, signal=32%",Efna5/Brca1/Tmem8b/Gstm5/Hspb1/Lyn/Il2rg/Adam10/Dcbld2/B4galt1/Plaur,4,Omit C3,FALSE,TRUE,41,10,12
C3,3,2,HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,78,-0.3903519478620968,-1.6372484010400448,0.00565507639912515,0.0188502546637505,0.01071488159834239,1889,"tags=28%, list=14%, signal=24%",Ace/Strbp/Cdkn3/Il12rb2/Mast2/Snap91/Psmg1/Mlf1/Gstm5/Braf/Ccnb2/Pomc/Mtor/Vdac3/Camk4/Bub1/Cdk1/Jam3/Lpin1/Gsg1/Clgn/Slc2a5,4,Omit C3,FALSE,TRUE,40,11,13
C3,3,2,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,50,-0.42659955462769433,-1.614305888102126,0.01077568276075686,0.02993245211321351,0.01701423593803715,1805,"tags=32%, list=14%, signal=28%",Rhoa/Furin/Thbs1/Smurf2/Id3/Map3k7/Serpine1/Bcar3/Tgif1/Smad7/Tgfbr1/Fnta/Bmpr2/Skil/Tjp1/Id2,4,Omit C3,FALSE,TRUE,39,12,14
